speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
purfin,Purple Finch,Haemorhous purpureus,L22234398,"14999 South Croco Road, Carbondale, Kansas, US (38.796, -95.613)",2023-01-16 18:53,2.0,38.7957555,-95.6126153,True,False,True,S126334674,
rinphe1,Ring-necked Pheasant,Phasianus colchicus,L14024228,"2322 Sioux Conifer Rd, Watertown US-SD (44.9296,-97.1461)",2023-01-16 18:45,2.0,44.929574,-97.146078,True,False,True,S126334483,N
bohwax,Bohemian Waxwing,Bombycilla garrulus,L14024228,"2322 Sioux Conifer Rd, Watertown US-SD (44.9296,-97.1461)",2023-01-16 18:45,1.0,44.929574,-97.146078,True,False,True,S126334483,
coshum,Costa's Hummingbird,Calypte costae,L14676804,"2655 W Desert Brook Ct, Tucson US-AZ 32.37019, -111.02458",2023-01-16 18:41,1.0,32.370186,-111.024583,True,False,True,S126336862,
gilwoo,Gila Woodpecker,Melanerpes uropygialis,L14676804,"2655 W Desert Brook Ct, Tucson US-AZ 32.37019, -111.02458",2023-01-16 18:41,1.0,32.370186,-111.024583,True,False,True,S126336862,
lesgol,Lesser Goldfinch,Spinus psaltria,L14676804,"2655 W Desert Brook Ct, Tucson US-AZ 32.37019, -111.02458",2023-01-16 18:41,3.0,32.370186,-111.024583,True,False,True,S126336862,
wesgul,Western Gull,Larus occidentalis,L247561,"Ballona Creek--Creek mouth, jetties and breakwater",2023-01-16 18:33,1.0,33.96196,-118.4570897,True,False,False,S126339461,
rocwre,Rock Wren,Salpinctes obsoletus,L13323766,Sugar Loaf Trailhead,2023-01-16 18:28,1.0,34.8741811,-111.796242,True,False,False,S126336601,
wesblu,Western Bluebird,Sialia mexicana,L13323766,Sugar Loaf Trailhead,2023-01-16 18:28,2.0,34.8741811,-111.796242,True,False,False,S126336601,
towsol,Townsend's Solitaire,Myadestes townsendi,L13323766,Sugar Loaf Trailhead,2023-01-16 18:28,3.0,34.8741811,-111.796242,True,False,False,S126336601,
cantow,Canyon Towhee,Melozone fusca,L13323766,Sugar Loaf Trailhead,2023-01-16 18:28,2.0,34.8741811,-111.796242,True,False,False,S126336601,
musduc,Muscovy Duck,Cairina moschata,L3280282,*Orchid Lake Rv Resort (private),2023-01-16 18:22,4.0,28.2736182,-82.6825562,True,False,True,S126329603,N
canwre,Canyon Wren,Catherpes mexicanus,L13943912,"17702 Wild Basin, San Antonio, Texas, US (29.604, -98.554)",2023-01-16 18:17,1.0,29.6035694,-98.5538093,True,False,True,S126667203,
redhea,Redhead,Aythya americana,L22266953,"2200 South Orlando Avenue, Cocoa Beach, Florida, US (28.285, -80.609)",2023-01-16 18:13,83.0,28.2845723,-80.6091648,True,False,True,S126510952,
eargre,Eared Grebe,Podiceps nigricollis,L165104,Laguna Grande Park,2023-01-16 18:13,2.0,36.6042759,-121.8574288,True,False,False,S126338189,
wesgre,Western Grebe,Aechmophorus occidentalis,L165104,Laguna Grande Park,2023-01-16 18:13,1.0,36.6042759,-121.8574288,True,False,False,S126338189,
redpha1,Red Phalarope,Phalaropus fulicarius,L165104,Laguna Grande Park,2023-01-16 18:13,1.0,36.6042759,-121.8574288,True,False,False,S126338189,
laugul,Laughing Gull,Leucophaeus atricilla,L22266953,"2200 South Orlando Avenue, Cocoa Beach, Florida, US (28.285, -80.609)",2023-01-16 18:13,1.0,28.2845723,-80.6091648,True,False,True,S126510952,
hutvir,Hutton's Vireo,Vireo huttoni,L165104,Laguna Grande Park,2023-01-16 18:13,1.0,36.6042759,-121.8574288,True,False,False,S126338189,
chbchi,Chestnut-backed Chickadee,Poecile rufescens,L165104,Laguna Grande Park,2023-01-16 18:13,1.0,36.6042759,-121.8574288,True,False,False,S126338189,
snogoo,Snow Goose,Anser caerulescens,L5855595,US-PA-Upper Hanover-1013 Cedar Lea Ct - 40.3762x-75.4778,2023-01-16 18:12,50.0,40.376238,-75.477835,True,False,True,S126328071,
rucspa,Rufous-crowned Sparrow,Aimophila ruficeps,L22233958,"9762 RM-965, Fredericksburg US-TX 30.41102, -98.86069",2023-01-16 18:12,1.0,30.411021,-98.860688,True,False,True,S126331915,
amebit,American Bittern,Botaurus lentiginosus,L22010317,"Huntington Beach State Park, Pawleys Island US-SC 33.50556, -79.06936",2023-01-16 18:11,1.0,33.505562,-79.069362,True,False,True,S126328113,
paibun,Painted Bunting,Passerina ciris,L22010317,"Huntington Beach State Park, Pawleys Island US-SC 33.50556, -79.06936",2023-01-16 18:11,1.0,33.505562,-79.069362,True,False,True,S126328113,
ycnher,Yellow-crowned Night-Heron,Nyctanassa violacea,L17121410,Home,2023-01-16 18:07,1.0,29.743062,-95.382967,True,False,True,S126331609,
lewwoo,Lewis's Woodpecker,Melanerpes lewis,L12854187,"Kokernot Municipal Park, Alpine US-TX 30.37200, -103.66252",2023-01-16 18:07,1.0,30.372003,-103.662524,True,True,True,S126332756,
sheowl,Short-eared Owl,Asio flammeus,L458979,Rutherford Beach Rd.,2023-01-16 18:05,3.0,29.7789571,-93.1326045,True,True,False,S127192125,
rorpar,Rose-ringed Parakeet,Psittacula krameri,L22235556,"Fort DeRussy Park, Honolulu US-HI 21.28351, -157.83291",2023-01-16 18:05,2.0,21.283507,-157.832909,True,False,True,S126341991,N
cintea,Cinnamon Teal,Spatula cyanoptera,L3686979,BJ Bishop Wetlands (Presidio),2023-01-16 18:03,2.0,29.541114,-104.317778,True,False,False,S126335826,
virrai,Virginia Rail,Rallus limicola,L3686979,BJ Bishop Wetlands (Presidio),2023-01-16 18:03,2.0,29.541114,-104.317778,True,False,False,S126335826,
sora,Sora,Porzana carolina,L3686979,BJ Bishop Wetlands (Presidio),2023-01-16 18:03,8.0,29.541114,-104.317778,True,True,False,S126335826,
astfly,Ash-throated Flycatcher,Myiarchus cinerascens,L3686979,BJ Bishop Wetlands (Presidio),2023-01-16 18:03,1.0,29.541114,-104.317778,True,False,False,S126335826,
sedwre1,Sedge Wren,Cistothorus stellaris,L3686979,BJ Bishop Wetlands (Presidio),2023-01-16 18:03,1.0,29.541114,-104.317778,True,True,False,S126335826,
vesspa,Vesper Sparrow,Pooecetes gramineus,L3686979,BJ Bishop Wetlands (Presidio),2023-01-16 18:03,3.0,29.541114,-104.317778,True,False,False,S126335826,
linspa,Lincoln's Sparrow,Melospiza lincolnii,L3686979,BJ Bishop Wetlands (Presidio),2023-01-16 18:03,7.0,29.541114,-104.317778,True,False,False,S126335826,
comyel,Common Yellowthroat,Geothlypis trichas,L3686979,BJ Bishop Wetlands (Presidio),2023-01-16 18:03,1.0,29.541114,-104.317778,True,False,False,S126335826,
whwdov,White-winged Dove,Zenaida asiatica,L18835336,Base 2.0,2023-01-16 18:01,3.0,28.953106,-97.268994,True,False,True,S126331588,
graspa,Grasshopper Sparrow,Ammodramus savannarum,L825033,Everglades NP--Research Road,2023-01-16 18:01,5.0,25.3712306,-80.6889582,True,False,False,S126331490,
easmea,Eastern Meadowlark,Sturnella magna,L825033,Everglades NP--Research Road,2023-01-16 18:01,2.0,25.3712306,-80.6889582,True,False,False,S126331490,
brocow,Bronzed Cowbird,Molothrus aeneus,L22235846,"Sharyland Towne Crossing, Mission US-TX",2023-01-16 18:01,3.0,26.197659,-98.281027,True,False,True,S126343408,
purgal2,Purple Gallinule,Porphyrio martinica,L1368478,Fellsmere Grade Recreation Area (Brevard Co.),2023-01-16 18:00,2.0,27.8230303,-80.7078614,True,False,False,S126328131,
gloibi,Glossy Ibis,Plegadis falcinellus,L1368478,Fellsmere Grade Recreation Area (Brevard Co.),2023-01-16 18:00,4.0,27.8230303,-80.7078614,True,False,False,S126328131,
treswa,Tree Swallow,Tachycineta bicolor,L1368478,Fellsmere Grade Recreation Area (Brevard Co.),2023-01-16 18:00,,27.8230303,-80.7078614,True,False,False,S126328131,
botgra,Boat-tailed Grackle,Quiscalus major,L1368478,Fellsmere Grade Recreation Area (Brevard Co.),2023-01-16 18:00,4.0,27.8230303,-80.7078614,True,False,False,S126328131,
yetwar,Yellow-throated Warbler,Setophaga dominica,L3246215,St. George Island--Government Cut,2023-01-16 18:00,1.0,29.6147295,-84.9597269,True,False,False,S126332138,
motduc,Mottled Duck,Anas fulvigula,L7131777,Lakewood Ranch Blvd N,2023-01-16 17:55,2.0,27.3733819,-82.4319863,True,False,True,S126328901,
abetow,Abert's Towhee,Melozone aberti,L17857327,Broadmoor-Broadway neighborhood,2023-01-16 17:53,3.0,32.2166654,-110.9308364,True,False,True,S126336636,
bkbplo,Black-bellied Plover,Pluvialis squatarola,L13771752,Indian Rocks Beach,2023-01-16 17:52,1.0,27.8963326,-82.8498581,True,False,False,S126329014,
semplo,Semipalmated Plover,Charadrius semipalmatus,L13771752,Indian Rocks Beach,2023-01-16 17:52,1.0,27.8963326,-82.8498581,True,False,False,S126329014,
willet1,Willet,Tringa semipalmata,L13771752,Indian Rocks Beach,2023-01-16 17:52,8.0,27.8963326,-82.8498581,True,False,False,S126329014,
forter,Forster's Tern,Sterna forsteri,L13771752,Indian Rocks Beach,2023-01-16 17:52,4.0,27.8963326,-82.8498581,True,False,False,S126329014,
egygoo,Egyptian Goose,Alopochen aegyptiaca,L12784064,Feeder,2023-01-16 17:50,2.0,25.645579,-80.307445,True,False,True,S126472053,N
zebdov,Zebra Dove,Geopelia striata,L22249238,"27-394-27-427 Hanawi Street, Papaikou, Hawaii, US (19.804, -155.102)",2023-01-16 17:50,2.0,19.8038921,-155.1020976,True,False,True,S126408994,N
rthhum,Ruby-throated Hummingbird,Archilochus colubris,L12784064,Feeder,2023-01-16 17:50,3.0,25.645579,-80.307445,True,False,True,S126472053,
rufhum,Rufous Hummingbird,Selasphorus rufus,L21907095,"8290 Yashuntafun Rd, Tallahassee US-FL 30.38872, -84.15278",2023-01-16 17:50,1.0,30.388717,-84.152778,True,False,True,S126352135,
kinrai4,King Rail,Rallus elegans,L811414,BROW Francis S. Taylor WMA Rest and rec. area I-75,2023-01-16 17:50,1.0,26.1474639,-80.6305289,True,False,True,S126337096,
bknsti,Black-necked Stilt,Himantopus mexicanus,L5063962,South Padre Is.--Bay Access mudflats N. of Conv Ctr.,2023-01-16 17:50,28.0,26.1433867,-97.1741874,True,False,False,S126331610,
leabit,Least Bittern,Ixobrychus exilis,L811414,BROW Francis S. Taylor WMA Rest and rec. area I-75,2023-01-16 17:50,4.0,26.1474639,-80.6305289,True,False,True,S126337096,
redegr,Reddish Egret,Egretta rufescens,L5063962,South Padre Is.--Bay Access mudflats N. of Conv Ctr.,2023-01-16 17:50,1.0,26.1433867,-97.1741874,True,False,False,S126331610,
bcnher,Black-crowned Night-Heron,Nycticorax nycticorax,L811414,BROW Francis S. Taylor WMA Rest and rec. area I-75,2023-01-16 17:50,100.0,26.1474639,-80.6305289,True,True,True,S126337096,
yecpar,Yellow-chevroned Parakeet,Brotogeris chiriri,L12784064,Feeder,2023-01-16 17:50,5.0,25.645579,-80.307445,True,False,True,S126472053,P
baymac,Blue-and-yellow Macaw,Ara ararauna,L12784064,Feeder,2023-01-16 17:50,5.0,25.645579,-80.307445,True,False,True,S126472053,P
javspa,Java Sparrow,Padda oryzivora,L22249238,"27-394-27-427 Hanawi Street, Papaikou, Hawaii, US (19.804, -155.102)",2023-01-16 17:50,8.0,19.8038921,-155.1020976,True,False,True,S126408994,N
ovenbi1,Ovenbird,Seiurus aurocapilla,L12784064,Feeder,2023-01-16 17:50,1.0,25.645579,-80.307445,True,False,True,S126472053,
norwat,Northern Waterthrush,Parkesia noveboracensis,L811414,BROW Francis S. Taylor WMA Rest and rec. area I-75,2023-01-16 17:50,2.0,26.1474639,-80.6305289,True,False,True,S126337096,
btnwar,Black-throated Green Warbler,Setophaga virens,L12784064,Feeder,2023-01-16 17:50,1.0,25.645579,-80.307445,True,False,True,S126472053,
saffin,Saffron Finch,Sicalis flaveola,L22249238,"27-394-27-427 Hanawi Street, Papaikou, Hawaii, US (19.804, -155.102)",2023-01-16 17:50,2.0,19.8038921,-155.1020976,True,False,True,S126408994,N
perfal,Peregrine Falcon,Falco peregrinus,L22233739,"IH-10 E, San Antonio US-TX 29.55993, -98.59013",2023-01-16 17:49,1.0,29.559928,-98.590131,True,False,True,S126330693,
snoplo5,Snowy Plover,Charadrius nivosus,L498948,Siesta Key Public Beach,2023-01-16 17:47,1.0,27.2643958,-82.5517845,True,False,False,S126331435,
whtkit,White-tailed Kite,Elanus leucurus,L3822925,Bucy Road,2023-01-16 17:46,1.0,26.461665,-98.01829,True,False,True,S126340549,
pagplo,Pacific Golden-Plover,Pluvialis fulva,L577366,Kailua-Kona Town Area (not wilderness or upper elevations!),2023-01-16 17:45,3.0,19.6348271,-155.9892082,True,False,False,S126342913,
wantat1,Wandering Tattler,Tringa incana,L577366,Kailua-Kona Town Area (not wilderness or upper elevations!),2023-01-16 17:45,1.0,19.6348271,-155.9892082,True,False,False,S126342913,
harspa,Harris's Sparrow,Zonotrichia querula,L386756,Lake Elmdale,2023-01-16 17:45,1.0,36.1956637,-94.2148018,True,False,False,S126332447,
brnboo,Brown Booby,Sula leucogaster,L577361,Salt Pond Beach Park,2023-01-16 17:44,4.0,21.8996151,-159.6055824,True,False,False,S126343285,
purswa3,Gray-headed Swamphen,Porphyrio poliocephalus,L246929,Green Cay Wetlands & Nature Center,2023-01-16 17:42,2.0,26.4861584,-80.1607561,True,False,False,S126326135,N
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L246929,Green Cay Wetlands & Nature Center,2023-01-16 17:42,6.0,26.4861584,-80.1607561,True,False,False,S126326135,
nutman,Scaly-breasted Munia,Lonchura punctulata,L12910226,US-TX-Houston-Pine Shadows neighborhood,2023-01-16 17:40,3.0,29.7662356,-95.4676578,True,False,True,S126335299,N
louwat,Louisiana Waterthrush,Parkesia motacilla,L1061691,Corkscrew Regional Ecosystem Watershed--Bird Rookery Swamp Trails,2023-01-16 17:40,1.0,26.3140166,-81.6349089,True,False,False,S126328480,
gragoo,Graylag Goose,Anser anser,L165164,Woodlawn Lake (HOTE 093),2023-01-16 17:38,,29.450321,-98.53288,True,False,False,S126333391,X
swagoo1,Swan Goose,Anser cygnoides,L165164,Woodlawn Lake (HOTE 093),2023-01-16 17:38,,29.450321,-98.53288,True,False,False,S126333391,X
neocor,Neotropic Cormorant,Nannopterum brasilianum,L2150986,Harlingen Soccer Complex,2023-01-16 17:38,1.0,26.1912569,-97.6484585,True,False,False,S126330049,
crithr,Crissal Thrasher,Toxostoma crissale,L3015347,Salome--Centennial Park,2023-01-16 17:38,2.0,33.790462,-113.560728,True,False,False,S126335167,
moublu,Mountain Bluebird,Sialia currucoides,L3015347,Salome--Centennial Park,2023-01-16 17:38,3.0,33.790462,-113.560728,True,False,False,S126335167,
phaino,Phainopepla,Phainopepla nitens,L3015347,Salome--Centennial Park,2023-01-16 17:38,1.0,33.790462,-113.560728,True,False,False,S126335167,
belspa2,Bell's Sparrow,Artemisiospiza belli,L3015347,Salome--Centennial Park,2023-01-16 17:38,1.0,33.790462,-113.560728,True,False,False,S126335167,
incdov,Inca Dove,Columbina inca,L13401407,"Falcon Reservoir, Zapata US-TX 26.58605, -99.15605",2023-01-16 17:33,10.0,26.586054,-99.156046,True,False,True,S126331410,
sposan,Spotted Sandpiper,Actitis macularius,L13401407,"Falcon Reservoir, Zapata US-TX 26.58605, -99.15605",2023-01-16 17:33,1.0,26.586054,-99.156046,True,False,True,S126331410,
olispa,Olive Sparrow,Arremonops rufivirgatus,L13401407,"Falcon Reservoir, Zapata US-TX 26.58605, -99.15605",2023-01-16 17:33,1.0,26.586054,-99.156046,True,False,True,S126331410,
bnhcow,Brown-headed Cowbird,Molothrus ater,L13401407,"Falcon Reservoir, Zapata US-TX 26.58605, -99.15605",2023-01-16 17:33,5.0,26.586054,-99.156046,True,False,True,S126331410,
buhvir,Blue-headed Vireo,Vireo solitarius,L5243828,Private residence Solandra Dr.,2023-01-16 17:32,1.0,30.2550815,-81.7499576,True,False,True,S126325310,
cavswa,Cave Swallow,Petrochelidon fulva,L4783559,Portofino Plaza Swallow Colony,2023-01-16 17:31,300.0,25.4747572,-80.4456301,True,True,False,S126374268,
commer,Common Merganser,Mergus merganser,L882592,"McAlister Park, Lubbock",2023-01-16 17:30,2.0,33.5422531,-101.9487476,True,False,False,S126341329,
ferhaw,Ferruginous Hawk,Buteo regalis,L882592,"McAlister Park, Lubbock",2023-01-16 17:30,1.0,33.5422531,-101.9487476,True,False,False,S126341329,
bkbmag1,Black-billed Magpie,Pica hudsonia,L1426627,Big Cottonwood Park,2023-01-16 17:30,2.0,40.6711287,-111.8480671,True,False,False,S126377521,
purmar,Purple Martin,Progne subis,L18180886,Emmanuel Community Park,2023-01-16 17:30,1.0,26.2919626,-81.5512481,True,False,True,S126328264,
x00759,Domestic goose sp. x Canada Goose (hybrid),Anser sp. (Domestic type) x Branta canadensis,L140554,Lake Julian Park,2023-01-16 17:29,3.0,35.4794464,-82.538002,True,False,False,S126436415,X
clarai11,Clapper Rail,Rallus crepitans,L21884627,"Brightan Avenue, Port Lavaca, Texas, US (28.527, -96.514)",2023-01-16 17:29,2.0,28.5270213,-96.5140252,True,False,True,S126330672,
royter1,Royal Tern,Thalasseus maximus,L498948,Siesta Key Public Beach,2023-01-16 17:29,30.0,27.2643958,-82.5517845,True,False,False,S126391180,
santer1,Sandwich Tern,Thalasseus sandvicensis,L498948,Siesta Key Public Beach,2023-01-16 17:29,12.0,27.2643958,-82.5517845,True,False,False,S126391180,
bkhpar,Nanday Parakeet,Aratinga nenday,L498948,Siesta Key Public Beach,2023-01-16 17:29,2.0,27.2643958,-82.5517845,True,False,False,S126391180,N
brebla,Brewer's Blackbird,Euphagus cyanocephalus,L3015347,Salome--Centennial Park,2023-01-16 17:29,100.0,33.790462,-113.560728,True,True,False,S126333215,
spodov,Spotted Dove,Spilopelia chinensis,L837288,Hawai'i Volcanoes NP--Kilauea Iki and Thurston Lava Tube,2023-01-16 17:28,2.0,19.4136642,-155.2386349,True,False,False,S126341678,N
monpar,Monk Parakeet,Myiopsitta monachus,L22233906,"Sharyland Towne Crossing, Mission US-TX 26.19874, -98.28746",2023-01-16 17:28,4.0,26.198735,-98.287463,True,False,True,S126331632,N
grnpar,Green Parakeet,Psittacara holochlorus,L22233906,"Sharyland Towne Crossing, Mission US-TX 26.19874, -98.28746",2023-01-16 17:28,350.0,26.198735,-98.287463,True,False,True,S126331632,N
mouchi,Mountain Chickadee,Poecile gambeli,L4250072,Uhlemann back yard,2023-01-16 17:28,1.0,39.57825,-105.12,True,False,True,S126338638,
apapan,Apapane,Himatione sanguinea,L837288,Hawai'i Volcanoes NP--Kilauea Iki and Thurston Lava Tube,2023-01-16 17:28,2.0,19.4136642,-155.2386349,True,False,False,S126341678,
casfin,Cassin's Finch,Haemorhous cassinii,L4250072,Uhlemann back yard,2023-01-16 17:28,1.0,39.57825,-105.12,True,False,True,S126338638,
hawhaw,Hawaiian Hawk,Buteo solitarius,L10464928,"Kalaoa, Kona",2023-01-16 17:25,1.0,19.720885,-155.9808026,True,False,True,S126344631,
cubthr,Curve-billed Thrasher,Toxostoma curvirostre,L22234107,"N Bisbee Ave, Willcox AZ 32.26706, -109.84133",2023-01-16 17:25,1.0,32.267057,-109.841325,True,False,True,S126332676,
pyrrhu,Pyrrhuloxia,Cardinalis sinuatus,L604741,Lajitas (FWTX 37),2023-01-16 17:25,2.0,29.2619728,-103.7770593,True,False,False,S126329532,
norbob,Northern Bobwhite,Colinus virginianus,L22233871,"N 127th St E, Wichita US-KS 37.83472, -97.18899",2023-01-16 17:24,3.0,37.834719,-97.188986,True,False,True,S126331458,
bongul,Bonaparte's Gull,Chroicocephalus philadelphia,L3112989,Martin Marietta Park (Former Quarry),2023-01-16 17:24,4.0,35.135974,-77.07996,True,False,False,S126325502,
amepip,American Pipit,Anthus rubescens,L21178131,"4689 Kurtz Rd, Sealy US-TX 29.79792, -96.13899",2023-01-16 17:24,3.0,29.797915,-96.138994,True,False,True,S126331880,
recpar,Red-crowned Parrot,Amazona viridigenalis,L22233501,"IH-2 E, McAllen US-TX 26.19147, -98.24297",2023-01-16 17:23,25.0,26.191467,-98.242975,True,False,True,S126329367,N
lesyel,Lesser Yellowlegs,Tringa flavipes,L6586010,Everglades NP--Gate 13/Hidden Lake,2023-01-16 17:21,2.0,25.3845337,-80.6221088,True,False,False,S126331450,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L6586010,Everglades NP--Gate 13/Hidden Lake,2023-01-16 17:21,2.0,25.3845337,-80.6221088,True,False,False,S126331450,
saypho,Say's Phoebe,Sayornis saya,L2945076,Ontario International Airport,2023-01-16 17:20,1.0,34.060125,-117.588099,True,False,False,S126335606,
horlar,Horned Lark,Eremophila alpestris,L129293,Port Mahon Rd.,2023-01-16 17:20,2.0,39.1811575,-75.4043884,True,False,False,S126341328,
gocspa,Golden-crowned Sparrow,Zonotrichia atricapilla,L13139398,Flicker Landing,2023-01-16 17:20,2.0,47.808594,-122.178993,True,False,True,S126335706,
whthaw,White-tailed Hawk,Geranoaetus albicaudatus,L22233781,"526–634 S Conway Ave, Mission US-TX 26.20055, -98.32852",2023-01-16 17:17,1.0,26.200552,-98.32852,True,False,True,S126330984,
orwpar,Orange-winged Parrot,Amazona amazonica,L554623,Miami Spring Area,2023-01-16 17:17,2.0,25.8168905,-80.2856827,True,False,False,S126327602,P
bawwar,Black-and-white Warbler,Mniotilta varia,L554623,Miami Spring Area,2023-01-16 17:17,1.0,25.8168905,-80.2856827,True,False,False,S126327602,
blksco2,Black Scoter,Melanitta americana,L838282,Texas City--Skyline Dr.,2023-01-16 17:16,3.0,29.410367,-94.8893452,True,False,False,S126328814,
ameoys,American Oystercatcher,Haematopus palliatus,L838282,Texas City--Skyline Dr.,2023-01-16 17:16,2.0,29.410367,-94.8893452,True,False,False,S126328814,
gamqua,Gambel's Quail,Callipepla gambelii,L22218023,"Nogales & Idalia Rds, Rio Rancho, New Mexico, US",2023-01-16 17:15,4.0,35.3033051,-106.591469,True,False,True,S126333889,
lobdow,Long-billed Dowitcher,Limnodromus scolopaceus,L22248173,"Texas 36, Gatesville, Texas, US (31.481, -97.73)",2023-01-16 17:15,2.0,31.4809132,-97.7299582,True,False,True,S126402998,
gilfli,Gilded Flicker,Colaptes chrysoides,L17047643,5613 N. 75th Place Home,2023-01-16 17:15,1.0,33.519474,-111.917615,True,False,True,S126332639,
canvas,Canvasback,Aythya valisineria,L142261,Dunkirk Harbor,2023-01-16 17:14,3.0,42.490799,-79.3367996,True,False,False,S126323848,
bkchum,Black-chinned Hummingbird,Archilochus alexandri,L7116078,"8595 East Puckett Court, Floral City, Florida, US (28.77, -82.292)",2023-01-16 17:14,1.0,28.7704475,-82.2916543,True,True,True,S126325309,
lbbgul,Lesser Black-backed Gull,Larus fuscus,L1434128,Lake Hefner--Lakeshore Park/Prairie Dog Point,2023-01-16 17:14,3.0,35.560634,-97.6117858,True,False,False,S126331010,
revbul,Red-vented Bulbul,Pycnonotus cafer,L17770665,E 27th and Link,2023-01-16 17:14,2.0,29.8118349,-95.3853953,True,False,True,S126335059,N
whiwag,White Wagtail,Motacilla alba,L1328671,Lake Elberta,2023-01-16 17:14,1.0,30.4297796,-84.3005751,True,True,False,S126332242,
caltow,California Towhee,Melozone crissalis,L15204539,Santa Clara Square Apartments,2023-01-16 17:14,1.0,37.3810647,-121.9706551,True,False,True,S126335977,
mexduc,Mexican Duck,Anas diazi,L746272,Randolph GC/Hardesty Building,2023-01-16 17:12,1.0,32.2085164,-110.9111881,True,True,False,S126332956,
brbhum,Broad-billed Hummingbird,Cynanthus latirostris,L746272,Randolph GC/Hardesty Building,2023-01-16 17:12,1.0,32.2085164,-110.9111881,True,False,False,S126332956,
rensap,Red-naped Sapsucker,Sphyrapicus nuchalis,L746272,Randolph GC/Hardesty Building,2023-01-16 17:12,1.0,32.2085164,-110.9111881,True,False,False,S126332956,
caskin,Cassin's Kingbird,Tyrannus vociferans,L746272,Randolph GC/Hardesty Building,2023-01-16 17:12,12.0,32.2085164,-110.9111881,True,True,False,S126332956,
allhum,Allen's Hummingbird,Selasphorus sasin,L22234676,"1101 Wellesley Ave, Los Angeles US-CA 34.04434, -118.47093",2023-01-16 17:11,2.0,34.044338,-118.470927,True,False,True,S126336662,
margod,Marbled Godwit,Limosa fedoa,L730351,Charleston Slough/Coast Casey Forebay,2023-01-16 17:11,2.0,37.4359191,-122.098918,True,False,False,S126338236,
wessan,Western Sandpiper,Calidris mauri,L730351,Charleston Slough/Coast Casey Forebay,2023-01-16 17:11,1.0,37.4359191,-122.098918,True,False,False,S126338236,
calgul,California Gull,Larus californicus,L730351,Charleston Slough/Coast Casey Forebay,2023-01-16 17:11,2.0,37.4359191,-122.098918,True,False,False,S126338236,
paired,Painted Redstart,Myioborus pictus,L22234676,"1101 Wellesley Ave, Los Angeles US-CA 34.04434, -118.47093",2023-01-16 17:11,1.0,34.044338,-118.470927,True,True,True,S126336662,
gresca,Greater Scaup,Aythya marila,L572920,Gloucester Point Beach,2023-01-16 17:10,6.0,37.2453124,-76.5040201,True,False,False,S126324058,
calqua,California Quail,Callipepla californica,L501766,Fairfield ,2023-01-16 17:10,4.0,40.260763,-112.0941067,True,False,False,S126333667,N
batpig1,Band-tailed Pigeon,Patagioenas fasciata,L8012747,"6355 Pinehaven Rd, Oakland US-CA (37.8429,-122.2091)",2023-01-16 17:10,25.0,37.842919,-122.209062,True,False,True,S126336833,
acowoo,Acorn Woodpecker,Melanerpes formicivorus,L8012747,"6355 Pinehaven Rd, Oakland US-CA (37.8429,-122.2091)",2023-01-16 17:10,4.0,37.842919,-122.209062,True,False,True,S126336833,
balori,Baltimore Oriole,Icterus galbula,L10318466,"3225 Misty Valley Dr, Macon US-GA (32.8960,-83.6739)",2023-01-16 17:08,1.0,32.896012,-83.673924,True,False,True,S126329090,
grypar,Gray Partridge,Perdix perdix,L22233290,"58th Ave SW, Beulah US-ND 47.43981, -101.78019",2023-01-16 17:07,7.0,47.439815,-101.780187,True,False,True,S126328207,N
mewgul2,Short-billed Gull,Larus brachyrhynchus,L713779,San Lorenzo River mouth,2023-01-16 17:07,3.0,36.9638097,-122.0124171,True,False,False,S126335539,
glwgul,Glaucous-winged Gull,Larus glaucescens,L713779,San Lorenzo River mouth,2023-01-16 17:07,3.0,36.9638097,-122.0124171,True,False,False,S126335539,
bkbwar,Blackburnian Warbler,Setophaga fusca,L3336970,Poinsettia Park,2023-01-16 17:07,1.0,33.1141842,-117.3087931,True,True,False,S126340213,
manduc,Mandarin Duck,Aix galericulata,L22234430,"1657 E Caples Ct, La Center US-WA (45.8708,-122.6691)",2023-01-16 17:05,2.0,45.87081,-122.669112,True,True,True,S126334851,X
whiter,White Tern,Gygis alba,L1371416,Pearl Harbor--WWII Valor in the Pacific NM,2023-01-16 17:05,3.0,21.3681354,-157.9388321,True,False,False,S126459555,
redjun,Red Junglefowl,Gallus gallus,L16377425,Jax Heights yard 2,2023-01-16 17:04,2.0,30.243709,-81.788038,True,False,True,S126326233,X
benthr,Bendire's Thrasher,Toxostoma bendirei,L8626038,SRP ponds,2023-01-16 17:04,1.0,33.441654,-111.95136,True,False,False,S126339205,
warwhe1,Warbling White-eye,Zosterops japonicus,L22235269,"73-4924 Ānini St, Kailua Kona US-HI 19.70110, -155.98465",2023-01-16 17:03,12.0,19.701101,-155.98465,True,False,True,S126340310,N
yebcar,Yellow-billed Cardinal,Paroaria capitata,L22235269,"73-4924 Ānini St, Kailua Kona US-HI 19.70110, -155.98465",2023-01-16 17:03,8.0,19.701101,-155.98465,True,False,True,S126340310,N
