speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
grhowl,Great Horned Owl,Bubo virginianus,L20969355,Our house,2023-01-03 23:52,1.0,36.800016,-98.673345,True,False,True,S125366738,
easowl1,Eastern Screech-Owl,Megascops asio,L2739621,GRC etc and pond,2023-01-03 23:38,1.0,41.8291711,-77.2183728,True,False,True,S125438072,
sheowl,Short-eared Owl,Asio flammeus,L22061829,"Kansas Turnpike N, South Haven US-KS 37.11846, -97.33867",2023-01-03 23:25,1.0,37.118456,-97.338673,True,False,True,S125366157,
cangoo,Canada Goose,Branta canadensis,L11616840,Bensenville Yard,2023-01-03 23:22,1.0,41.9472682,-87.936234,True,False,True,S125432632,
bcnher,Black-crowned Night-Heron,Nycticorax nycticorax,L22061364,"John Ringling Blvd, Sarasota US-FL (27.3245,-82.5659)",2023-01-03 23:04,4.0,27.324466,-82.565905,True,False,True,S125364241,
empgoo,Emperor Goose,Anser canagicus,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,70.0,52.7207244,174.1123276,True,False,False,S126180055,
mallar3,Mallard,Anas platyrhynchos,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,25.0,52.7207244,174.1123276,True,False,False,S126180055,
gresca,Greater Scaup,Aythya marila,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,1.0,52.7207244,174.1123276,True,False,False,S126180055,
comeid,Common Eider,Somateria mollissima,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,18.0,52.7207244,174.1123276,True,False,False,S126180055,
harduc,Harlequin Duck,Histrionicus histrionicus,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,20.0,52.7207244,174.1123276,True,False,False,S126180055,
rebmer,Red-breasted Merganser,Mergus serrator,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,2.0,52.7207244,174.1123276,True,False,False,S126180055,
refcor,Red-faced Cormorant,Urile urile,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,2.0,52.7207244,174.1123276,True,False,False,S126180055,
pelcor,Pelagic Cormorant,Urile pelagicus,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,5.0,52.7207244,174.1123276,True,False,False,S126180055,
turvul,Turkey Vulture,Cathartes aura,L20933966,Green Valley Rd,2023-01-03 23:00,5.0,38.382602,-82.376411,True,False,True,S125440596,
coohaw,Cooper's Hawk,Accipiter cooperii,L20933966,Green Valley Rd,2023-01-03 23:00,1.0,38.382602,-82.376411,True,False,True,S125440596,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L20933966,Green Valley Rd,2023-01-03 23:00,1.0,38.382602,-82.376411,True,False,True,S125440596,
blujay,Blue Jay,Cyanocitta cristata,L20933966,Green Valley Rd,2023-01-03 23:00,7.0,38.382602,-82.376411,True,False,True,S125440596,
carchi,Carolina Chickadee,Poecile carolinensis,L20933966,Green Valley Rd,2023-01-03 23:00,4.0,38.382602,-82.376411,True,False,True,S125440596,
tuftit,Tufted Titmouse,Baeolophus bicolor,L20933966,Green Valley Rd,2023-01-03 23:00,4.0,38.382602,-82.376411,True,False,True,S125440596,
whbnut,White-breasted Nuthatch,Sitta carolinensis,L20933966,Green Valley Rd,2023-01-03 23:00,2.0,38.382602,-82.376411,True,False,True,S125440596,
carwre,Carolina Wren,Thryothorus ludovicianus,L20933966,Green Valley Rd,2023-01-03 23:00,2.0,38.382602,-82.376411,True,False,True,S125440596,
eursta,European Starling,Sturnus vulgaris,L20933966,Green Valley Rd,2023-01-03 23:00,5.0,38.382602,-82.376411,True,False,True,S125440596,N
amerob,American Robin,Turdus migratorius,L20933966,Green Valley Rd,2023-01-03 23:00,10.0,38.382602,-82.376411,True,False,True,S125440596,
gcrfin,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,12.0,52.7207244,174.1123276,True,False,False,S126180055,
houfin,House Finch,Haemorhous mexicanus,L20933966,Green Valley Rd,2023-01-03 23:00,8.0,38.382602,-82.376411,True,False,True,S125440596,N
purfin,Purple Finch,Haemorhous purpureus,L20933966,Green Valley Rd,2023-01-03 23:00,1.0,38.382602,-82.376411,True,False,True,S125440596,
comred,Common Redpoll,Acanthis flammea,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,5.0,52.7207244,174.1123276,True,False,False,S126180055,
amegfi,American Goldfinch,Spinus tristis,L20933966,Green Valley Rd,2023-01-03 23:00,4.0,38.382602,-82.376411,True,False,True,S125440596,
snobun,Snow Bunting,Plectrophenax nivalis,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,6.0,52.7207244,174.1123276,True,False,False,S126180055,
fiespa,Field Sparrow,Spizella pusilla,L20933966,Green Valley Rd,2023-01-03 23:00,2.0,38.382602,-82.376411,True,False,True,S125440596,
daejun,Dark-eyed Junco,Junco hyemalis,L20933966,Green Valley Rd,2023-01-03 23:00,6.0,38.382602,-82.376411,True,False,True,S125440596,
whtspa,White-throated Sparrow,Zonotrichia albicollis,L20933966,Green Valley Rd,2023-01-03 23:00,10.0,38.382602,-82.376411,True,False,True,S125440596,
sonspa,Song Sparrow,Melospiza melodia,L270792,Shemya Island--Eareckson AS (restricted access),2023-01-03 23:00,3.0,52.7207244,174.1123276,True,False,False,S126180055,
eastow,Eastern Towhee,Pipilo erythrophthalmus,L20933966,Green Valley Rd,2023-01-03 23:00,4.0,38.382602,-82.376411,True,False,True,S125440596,
norcar,Northern Cardinal,Cardinalis cardinalis,L20933966,Green Valley Rd,2023-01-03 23:00,6.0,38.382602,-82.376411,True,False,True,S125440596,
amtspa,American Tree Sparrow,Spizelloides arborea,L9270503,"25030 E Ottawa Dr, Aurora US-CO (39.5920,-104.6965)",2023-01-03 22:51,1.0,39.592003,-104.696513,True,False,True,S125366793,
chwwid,Chuck-will's-widow,Antrostomus carolinensis,L900282,"1301 SW 4th Street, Boca Raton, FL",2023-01-03 22:45,1.0,26.3459843,-80.1136082,True,False,True,S125364172,
brdowl,Barred Owl,Strix varia,L4807702,GA-Athens Greenwood Ct - backyard,2023-01-03 22:42,2.0,33.961668,-83.407709,True,False,True,S125363595,
whwdov,White-winged Dove,Zenaida asiatica,L5097293,"My yard McKinney, TX",2023-01-03 22:32,1.0,33.195331,-96.699305,True,False,True,S125365077,
moudov,Mourning Dove,Zenaida macroura,L5097293,"My yard McKinney, TX",2023-01-03 22:32,5.0,33.195331,-96.699305,True,False,True,S125365077,
rufhum,Rufous Hummingbird,Selasphorus rufus,L5097293,"My yard McKinney, TX",2023-01-03 22:32,1.0,33.195331,-96.699305,True,True,True,S125365077,
dowwoo,Downy Woodpecker,Dryobates pubescens,L5097293,"My yard McKinney, TX",2023-01-03 22:32,2.0,33.195331,-96.699305,True,False,True,S125365077,
amecro,American Crow,Corvus brachyrhynchos,L5097293,"My yard McKinney, TX",2023-01-03 22:32,3.0,33.195331,-96.699305,True,False,True,S125365077,
ruckin,Ruby-crowned Kinglet,Corthylio calendula,L5097293,"My yard McKinney, TX",2023-01-03 22:32,1.0,33.195331,-96.699305,True,False,True,S125365077,
winwre3,Winter Wren,Troglodytes hiemalis,L5097293,"My yard McKinney, TX",2023-01-03 22:32,1.0,33.195331,-96.699305,True,False,True,S125365077,
normoc,Northern Mockingbird,Mimus polyglottos,L5097293,"My yard McKinney, TX",2023-01-03 22:32,1.0,33.195331,-96.699305,True,False,True,S125365077,
harspa,Harris's Sparrow,Zonotrichia querula,L5097293,"My yard McKinney, TX",2023-01-03 22:32,1.0,33.195331,-96.699305,True,False,True,S125365077,
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L5097293,"My yard McKinney, TX",2023-01-03 22:32,40.0,33.195331,-96.699305,True,False,True,S125365077,
yerwar,Yellow-rumped Warbler,Setophaga coronata,L5097293,"My yard McKinney, TX",2023-01-03 22:32,8.0,33.195331,-96.699305,True,False,True,S125365077,
brnowl,Barn Owl,Tyto alba,L7749123,Four Bar Cottages (private),2023-01-03 22:30,1.0,31.876886,-109.0619973,True,False,False,S125367756,
wiltur,Wild Turkey,Meleagris gallopavo,L22061124,"7852 NC-73, Stanley US-NC (35.4414,-80.9823)",2023-01-03 22:22,3.0,35.441427,-80.982334,True,False,True,S125363055,
rocpig,Rock Pigeon,Columba livia,L1743640,Disneyland,2023-01-03 21:48,5.0,33.812107,-117.9197016,True,False,False,S125366770,N
comrav,Common Raven,Corvus corax,L17317895,"Naval Medical Center San Diego, San Diego US-CA 32.72855, -117.14498",2023-01-03 21:33,2.0,32.728555,-117.144979,True,False,True,S125366420,
killde,Killdeer,Charadrius vociferus,L2630829,middlebush,2023-01-03 21:31,2.0,40.4860795,-74.5334644,True,False,True,S125385149,
rudtur,Ruddy Turnstone,Arenaria interpres,L127332,Fort De Soto Park,2023-01-03 21:06,2.0,27.6327266,-82.718157,True,False,False,S127197528,
sander,Sanderling,Calidris alba,L127332,Fort De Soto Park,2023-01-03 21:06,3.0,27.6327266,-82.718157,True,False,False,S127197528,
shbdow,Short-billed Dowitcher,Limnodromus griseus,L127332,Fort De Soto Park,2023-01-03 21:06,8.0,27.6327266,-82.718157,True,False,False,S127197528,
willet1,Willet,Tringa semipalmata,L127332,Fort De Soto Park,2023-01-03 21:06,3.0,27.6327266,-82.718157,True,False,False,S127197528,
forter,Forster's Tern,Sterna forsteri,L127332,Fort De Soto Park,2023-01-03 21:06,1.0,27.6327266,-82.718157,True,False,False,S127197528,
magfri,Magnificent Frigatebird,Fregata magnificens,L127332,Fort De Soto Park,2023-01-03 21:06,1.0,27.6327266,-82.718157,True,False,False,S127197528,
doccor,Double-crested Cormorant,Nannopterum auritum,L127332,Fort De Soto Park,2023-01-03 21:06,1.0,27.6327266,-82.718157,True,False,False,S127197528,
amwpel,American White Pelican,Pelecanus erythrorhynchos,L127332,Fort De Soto Park,2023-01-03 21:06,53.0,27.6327266,-82.718157,True,False,False,S127197528,
brnpel,Brown Pelican,Pelecanus occidentalis,L127332,Fort De Soto Park,2023-01-03 21:06,2.0,27.6327266,-82.718157,True,False,False,S127197528,
greegr,Great Egret,Ardea alba,L127332,Fort De Soto Park,2023-01-03 21:06,2.0,27.6327266,-82.718157,True,False,False,S127197528,
snoegr,Snowy Egret,Egretta thula,L127332,Fort De Soto Park,2023-01-03 21:06,2.0,27.6327266,-82.718157,True,False,False,S127197528,
libher,Little Blue Heron,Egretta caerulea,L127332,Fort De Soto Park,2023-01-03 21:06,2.0,27.6327266,-82.718157,True,False,False,S127197528,
redegr,Reddish Egret,Egretta rufescens,L127332,Fort De Soto Park,2023-01-03 21:06,2.0,27.6327266,-82.718157,True,False,False,S127197528,
categr,Cattle Egret,Bubulcus ibis,L127332,Fort De Soto Park,2023-01-03 21:06,1.0,27.6327266,-82.718157,True,False,False,S127197528,
whiibi,White Ibis,Eudocimus albus,L127332,Fort De Soto Park,2023-01-03 21:06,2.0,27.6327266,-82.718157,True,False,False,S127197528,
belkin1,Belted Kingfisher,Megaceryle alcyon,L127332,Fort De Soto Park,2023-01-03 21:06,1.0,27.6327266,-82.718157,True,False,False,S127197528,
easpho,Eastern Phoebe,Sayornis phoebe,L127332,Fort De Soto Park,2023-01-03 21:06,1.0,27.6327266,-82.718157,True,False,False,S127197528,
logshr,Loggerhead Shrike,Lanius ludovicianus,L127332,Fort De Soto Park,2023-01-03 21:06,3.0,27.6327266,-82.718157,True,False,False,S127197528,
fiscro,Fish Crow,Corvus ossifragus,L127332,Fort De Soto Park,2023-01-03 21:06,,27.6327266,-82.718157,True,False,False,S127197528,
grbher3,Great Blue Heron,Ardea herodias,L17381540,Hutchinson Park,2023-01-03 21:00,1.0,39.8643269,-79.7142505,True,False,False,S125381131,
haiwoo,Hairy Woodpecker,Dryobates villosus,L16654174,"1286 Lost Nation Rd, Craftsbury Common US-VT 44.69006, -72.35955",2023-01-03 21:00,3.0,44.690061,-72.35955,True,False,True,S125968148,
bkcchi,Black-capped Chickadee,Poecile atricapillus,L16654174,"1286 Lost Nation Rd, Craftsbury Common US-VT 44.69006, -72.35955",2023-01-03 21:00,6.0,44.690061,-72.35955,True,False,True,S125968148,
rebnut,Red-breasted Nuthatch,Sitta canadensis,L16654174,"1286 Lost Nation Rd, Craftsbury Common US-VT 44.69006, -72.35955",2023-01-03 21:00,1.0,44.690061,-72.35955,True,False,True,S125968148,
orcwar,Orange-crowned Warbler,Leiothlypis celata,L10110641,Home (Coppell),2023-01-03 20:54,1.0,32.960661,-96.970595,True,False,True,S125361877,
cedwax,Cedar Waxwing,Bombycilla cedrorum,L189306,Woodward Park,2023-01-03 20:47,1.0,36.86695,-119.784874,True,False,False,S125652501,
whcspa,White-crowned Sparrow,Zonotrichia leucophrys,L20826647,5th St x Pole Line Rd Neighbourhood,2023-01-03 20:46,1.0,38.550152,-121.728989,True,False,True,S125401142,
pilwoo,Pileated Woodpecker,Dryocopus pileatus,L22060317,"2486 Poole Rd, Greer US-SC 35.00818, -82.30003",2023-01-03 20:39,1.0,35.008176,-82.300034,True,False,True,S125359186,
herthr,Hermit Thrush,Catharus guttatus,L22018385,"21980 Manzanita Forest Dr, Colfax US-CA (39.0609,-120.9865)",2023-01-03 20:38,1.0,39.060928,-120.986484,True,False,True,S125365073,
limpki,Limpkin,Aramus guarauna,L22060311,"Saint Johns River, Eustis US-FL 28.93863, -81.35045 river camp",2023-01-03 20:34,4.0,28.938629,-81.350451,True,False,True,S125359213,
woosto,Wood Stork,Mycteria americana,L22060311,"Saint Johns River, Eustis US-FL 28.93863, -81.35045 river camp",2023-01-03 20:34,1.0,28.938629,-81.350451,True,False,True,S125359213,
anhing,Anhinga,Anhinga anhinga,L22060311,"Saint Johns River, Eustis US-FL 28.93863, -81.35045 river camp",2023-01-03 20:34,1.0,28.938629,-81.350451,True,False,True,S125359213,
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L22060311,"Saint Johns River, Eustis US-FL 28.93863, -81.35045 river camp",2023-01-03 20:34,1.0,28.938629,-81.350451,True,False,True,S125359213,
amekes,American Kestrel,Falco sparverius,L7684806,"5729 Ross Neck Road, Cambridge equipment, Maryland, US (38.587, -76.234)",2023-01-03 20:31,2.0,38.586679,-76.2341361,True,False,True,S125358757,
easblu,Eastern Bluebird,Sialia sialis,L13933001,Home,2023-01-03 20:20,1.0,43.014596,-71.42221,True,False,True,S125358330,
sursco,Surf Scoter,Melanitta perspicillata,L3563139,Marion Cannon Park,2023-01-03 20:12,1.0,34.2614196,-119.2201191,True,False,False,S125365113,
wesgre,Western Grebe,Aechmophorus occidentalis,L3563139,Marion Cannon Park,2023-01-03 20:12,1.0,34.2614196,-119.2201191,True,False,False,S125365113,
clagre,Clark's Grebe,Aechmophorus clarkii,L3563139,Marion Cannon Park,2023-01-03 20:12,1.0,34.2614196,-119.2201191,True,False,False,S125365113,
brbhum,Broad-billed Hummingbird,Cynanthus latirostris,L13992702,"2149 East Mabel Street, Tucson, Arizona, US (32.239, -110.94)",2023-01-03 20:12,2.0,32.2387596,-110.9397299,True,False,True,S125362528,
truswa,Trumpeter Swan,Cygnus buccinator,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,12.0,47.670553,-122.266967,True,False,True,S125364787,
tunswa,Tundra Swan,Cygnus columbianus,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,4.0,47.670553,-122.266967,True,False,True,S125364787,
wooduc,Wood Duck,Aix sponsa,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,4.0,47.670553,-122.266967,True,False,True,S125364787,
gnwtea,Green-winged Teal,Anas crecca,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,2.0,47.670553,-122.266967,True,False,True,S125364787,
buffle,Bufflehead,Bucephala albeola,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,1.0,47.670553,-122.266967,True,False,True,S125364787,
gamqua,Gambel's Quail,Callipepla gambelii,L22061453,"6837 Muntz, Twentynine Palms, California, US (34.129, -116.07)",2023-01-03 20:11,10.0,34.1293062,-116.0702792,True,False,True,S125364577,
horgre,Horned Grebe,Podiceps auritus,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,2.0,47.670553,-122.266967,True,False,True,S125364787,
greroa,Greater Roadrunner,Geococcyx californianus,L22061453,"6837 Muntz, Twentynine Palms, California, US (34.129, -116.07)",2023-01-03 20:11,1.0,34.1293062,-116.0702792,True,False,True,S125364577,
annhum,Anna's Hummingbird,Calypte anna,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,4.0,47.670553,-122.266967,True,False,True,S125364787,
virrai,Virginia Rail,Rallus limicola,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,1.0,47.670553,-122.266967,True,False,True,S125364787,
y00475,American Coot,Fulica americana,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,10.0,47.670553,-122.266967,True,False,True,S125364787,
wilsni1,Wilson's Snipe,Gallinago delicata,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,1.0,47.670553,-122.266967,True,False,True,S125364787,
baleag,Bald Eagle,Haliaeetus leucocephalus,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,1.0,47.670553,-122.266967,True,False,True,S125364787,
rethaw,Red-tailed Hawk,Buteo jamaicensis,L22061453,"6837 Muntz, Twentynine Palms, California, US (34.129, -116.07)",2023-01-03 20:11,1.0,34.1293062,-116.0702792,True,False,True,S125364577,
norfli,Northern Flicker,Colaptes auratus,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,1.0,47.670553,-122.266967,True,False,True,S125364787,
saypho,Say's Phoebe,Sayornis saya,L22061453,"6837 Muntz, Twentynine Palms, California, US (34.129, -116.07)",2023-01-03 20:11,1.0,34.1293062,-116.0702792,True,False,True,S125364577,
stejay,Steller's Jay,Cyanocitta stelleri,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,1.0,47.670553,-122.266967,True,False,True,S125364787,
bkbmag1,Black-billed Magpie,Pica hudsonia,L22061022,Weeks House,2023-01-03 20:11,1.0,41.018799,-111.907195,True,False,True,S125362588,
chbchi,Chestnut-backed Chickadee,Poecile rufescens,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,2.0,47.670553,-122.266967,True,False,True,S125364787,
rocwre,Rock Wren,Salpinctes obsoletus,L22061453,"6837 Muntz, Twentynine Palms, California, US (34.129, -116.07)",2023-01-03 20:11,1.0,34.1293062,-116.0702792,True,False,True,S125364577,
bewwre,Bewick's Wren,Thryomanes bewickii,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,1.0,47.670553,-122.266967,True,False,True,S125364787,
cacwre,Cactus Wren,Campylorhynchus brunneicapillus,L22061453,"6837 Muntz, Twentynine Palms, California, US (34.129, -116.07)",2023-01-03 20:11,1.0,34.1293062,-116.0702792,True,False,True,S125364577,
phaino,Phainopepla,Phainopepla nitens,L22061453,"6837 Muntz, Twentynine Palms, California, US (34.129, -116.07)",2023-01-03 20:11,4.0,34.1293062,-116.0702792,True,False,True,S125364577,
bktspa,Black-throated Sparrow,Amphispiza bilineata,L22061453,"6837 Muntz, Twentynine Palms, California, US (34.129, -116.07)",2023-01-03 20:11,2.0,34.1293062,-116.0702792,True,False,True,S125364577,
gocspa,Golden-crowned Sparrow,Zonotrichia atricapilla,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,1.0,47.670553,-122.266967,True,False,True,S125364787,
spotow,Spotted Towhee,Pipilo maculatus,L17822779,"5807 57th Ave NE, Seattle US-WA 47.67055, -122.26697",2023-01-03 20:11,4.0,47.670553,-122.266967,True,False,True,S125364787,
snogoo,Snow Goose,Anser caerulescens,L22060568,"4711 SR-66, Poseyville US-IN 38.12337, -87.83201",2023-01-03 20:05,12.0,38.123365,-87.832006,True,False,True,S125360268,
chispa,Chipping Sparrow,Spizella passerina,L22060137,"64 Arlington Overlook, Dallas, Georgia, US (34.077, -84.786)",2023-01-03 20:05,,34.0765733,-84.7858138,True,False,True,S125357683,
eucdov,Eurasian Collared-Dove,Streptopelia decaocto,L11863795,Harris Dr. (Home),2023-01-03 20:00,6.0,34.3610597,-89.5542907,True,False,True,S125366720,N
gockin,Golden-crowned Kinglet,Regulus satrapa,L11863795,Harris Dr. (Home),2023-01-03 20:00,1.0,34.3610597,-89.5542907,True,False,True,S125366720,
houspa,House Sparrow,Passer domesticus,L11863795,Harris Dr. (Home),2023-01-03 20:00,4.0,34.3610597,-89.5542907,True,False,True,S125366720,N
borowl,Boreal Owl,Aegolius funereus,L16752723,"Badger, AK",2023-01-03 19:57,1.0,64.8351629,-147.4987668,True,False,True,S125365493,
hoomer,Hooded Merganser,Lophodytes cucullatus,L21972421,Pond,2023-01-03 19:54,2.0,28.6873236,-81.2588935,True,False,True,S125357205,
ameoys,American Oystercatcher,Haematopus palliatus,L253368,Cedar Key,2023-01-03 19:54,20.0,29.1354114,-83.0340372,True,False,False,S125374870,
osprey,Osprey,Pandion haliaetus,L253368,Cedar Key,2023-01-03 19:54,2.0,29.1354114,-83.0340372,True,False,False,S125374870,
wooscj2,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,L505947,80116 - WLD,2023-01-03 19:44,5.0,39.3715304,-104.7806454,True,False,True,S125361633,
mouchi,Mountain Chickadee,Poecile gambeli,L505947,80116 - WLD,2023-01-03 19:44,1.0,39.3715304,-104.7806454,True,False,True,S125361633,
pygnut,Pygmy Nuthatch,Sitta pygmaea,L505947,80116 - WLD,2023-01-03 19:44,2.0,39.3715304,-104.7806454,True,False,True,S125361633,
towsol,Townsend's Solitaire,Myadestes townsendi,L505947,80116 - WLD,2023-01-03 19:44,1.0,39.3715304,-104.7806454,True,False,True,S125361633,
wesowl1,Western Screech-Owl,Megascops kennicottii,L3110479,Personal Location-- Sacramento,2023-01-03 19:40,1.0,38.5700341,-121.4305421,True,False,True,S125643755,
norsho,Northern Shoveler,Spatula clypeata,L1927641,Walnut Boat Ramp,2023-01-03 19:36,,40.1214605,-82.8851724,True,False,True,S125356537,
redhea,Redhead,Aythya americana,L1927641,Walnut Boat Ramp,2023-01-03 19:36,,40.1214605,-82.8851724,True,False,True,S125356537,
comgol,Common Goldeneye,Bucephala clangula,L1927641,Walnut Boat Ramp,2023-01-03 19:36,,40.1214605,-82.8851724,True,False,True,S125356537,
rudduc,Ruddy Duck,Oxyura jamaicensis,L1927641,Walnut Boat Ramp,2023-01-03 19:36,,40.1214605,-82.8851724,True,False,True,S125356537,
pibgre,Pied-billed Grebe,Podilymbus podiceps,L1927641,Walnut Boat Ramp,2023-01-03 19:36,,40.1214605,-82.8851724,True,False,True,S125356537,
ribgul,Ring-billed Gull,Larus delawarensis,L1927641,Walnut Boat Ramp,2023-01-03 19:36,,40.1214605,-82.8851724,True,False,True,S125356537,
hergul,Herring Gull,Larus argentatus,L1927641,Walnut Boat Ramp,2023-01-03 19:36,,40.1214605,-82.8851724,True,False,True,S125356537,
pacloo,Pacific Loon,Gavia pacifica,L1927641,Walnut Boat Ramp,2023-01-03 19:36,1.0,40.1214605,-82.8851724,True,True,True,S125356537,
comloo,Common Loon,Gavia immer,L1927641,Walnut Boat Ramp,2023-01-03 19:36,,40.1214605,-82.8851724,True,False,True,S125356537,
hawama,Hawaii Amakihi,Chlorodrepanis virens,L992310,Hawai'i Volcanoes NP -- 'Iliahi Trail,2023-01-03 19:36,1.0,19.4270154,-155.2611923,True,False,False,S125366480,
hrshaw,Harris's Hawk,Parabuteo unicinctus,L22039633,"3651 West Ironwood Hill Drive, Tucson, Arizona, US (32.25, -111.044)",2023-01-03 19:30,1.0,32.2502441,-111.0435929,True,False,True,S125360990,
gilwoo,Gila Woodpecker,Melanerpes uropygialis,L22039633,"3651 West Ironwood Hill Drive, Tucson, Arizona, US (32.25, -111.044)",2023-01-03 19:30,3.0,32.2502441,-111.0435929,True,False,True,S125360990,
buwtea,Blue-winged Teal,Spatula discors,L143084,Wakodahatchee Wetlands,2023-01-03 19:27,1.0,26.4781984,-80.144738,True,False,False,S125355941,
comgal1,Common Gallinule,Gallinula galeata,L143084,Wakodahatchee Wetlands,2023-01-03 19:27,1.0,26.4781984,-80.144738,True,False,False,S125355941,
purgal2,Purple Gallinule,Porphyrio martinica,L143084,Wakodahatchee Wetlands,2023-01-03 19:27,1.0,26.4781984,-80.144738,True,False,False,S125355941,
purswa3,Gray-headed Swamphen,Porphyrio poliocephalus,L143084,Wakodahatchee Wetlands,2023-01-03 19:27,1.0,26.4781984,-80.144738,True,False,False,S125355941,N
triher,Tricolored Heron,Egretta tricolor,L143084,Wakodahatchee Wetlands,2023-01-03 19:27,1.0,26.4781984,-80.144738,True,False,False,S125355941,
grnher,Green Heron,Butorides virescens,L143084,Wakodahatchee Wetlands,2023-01-03 19:27,1.0,26.4781984,-80.144738,True,False,False,S125355941,
gloibi,Glossy Ibis,Plegadis falcinellus,L143084,Wakodahatchee Wetlands,2023-01-03 19:27,1.0,26.4781984,-80.144738,True,False,False,S125355941,
x00422,Mallard x Mottled Duck (hybrid),Anas platyrhynchos x fulvigula,L13013886,Fenney Nature Trail,2023-01-03 19:25,1.0,28.7949782,-82.0384069,True,False,False,S125355688,
norhar2,Northern Harrier,Circus hudsonius,L13013886,Fenney Nature Trail,2023-01-03 19:25,1.0,28.7949782,-82.0384069,True,False,False,S125355688,
musduc,Muscovy Duck,Cairina moschata,L17180298,Riveria Dunes,2023-01-03 19:24,5.0,27.515321,-82.551387,True,False,True,S125355543,N
motduc,Mottled Duck,Anas fulvigula,L17180298,Riveria Dunes,2023-01-03 19:24,4.0,27.515321,-82.551387,True,False,True,S125355543,
reshaw,Red-shouldered Hawk,Buteo lineatus,L246929,Green Cay Wetlands & Nature Center,2023-01-03 19:14,1.0,26.4861584,-80.1607561,True,False,False,S125355580,
botgra,Boat-tailed Grackle,Quiscalus major,L246929,Green Cay Wetlands & Nature Center,2023-01-03 19:14,1.0,26.4861584,-80.1607561,True,False,False,S125355580,
comyel,Common Yellowthroat,Geothlypis trichas,L246929,Green Cay Wetlands & Nature Center,2023-01-03 19:14,1.0,26.4861584,-80.1607561,True,False,False,S125355580,
grtgra,Great-tailed Grackle,Quiscalus mexicanus,L22060113,"203 1/2 South Congress Avenue, Austin, Texas, US (30.264, -97.744)",2023-01-03 19:02,20.0,30.2644084,-97.7440117,True,False,True,S125357511,
rthhum,Ruby-throated Hummingbird,Archilochus colubris,L9566408,"2132 Loblolly Ln, Seabrook Island US-SC (32.5850,-80.1575)",2023-01-03 18:51,1.0,32.584957,-80.157537,True,False,True,S125354041,
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,L9566408,"2132 Loblolly Ln, Seabrook Island US-SC (32.5850,-80.1575)",2023-01-03 18:51,1.0,32.584957,-80.157537,True,False,True,S125354041,
brnthr,Brown Thrasher,Toxostoma rufum,L9566408,"2132 Loblolly Ln, Seabrook Island US-SC (32.5850,-80.1575)",2023-01-03 18:51,1.0,32.584957,-80.157537,True,False,True,S125354041,
balori,Baltimore Oriole,Icterus galbula,L9566408,"2132 Loblolly Ln, Seabrook Island US-SC (32.5850,-80.1575)",2023-01-03 18:51,2.0,32.584957,-80.157537,True,False,True,S125354041,
